TEXT	SENTI
新的設施良好，接待可再主動熱情些	1
房間比較細，沒有窗	0
距離火車站近，附近有全家跟7-11，租還機車也方便，	1
房間空間大充滿童趣，整體感覺用心。	1
地點方便	1
整個飯店充滿檜木香...	1
整體很新	1
電視為MOD, 節目很差	0
隔音差，其他房間唱歌聲都聽得到	0
1.交通方便 2.門禁管制需用房卡出入，較安全 3.環境新穎，感覺很棒	1
飯店地理位置優異	1
早餐超豐富，員工親切、便宜乾淨，推推推	1
隔音不太好，聽的到隔壁開門或講話聲音 晚上睡覺也聽得到車聲	0
沒有	0
整天服務都超好	1
床很舒適好睡、員工親切有禮	1
訂特價房，性價比不錯。	1
雙人床是兩張單人床併在一起 床單上有頭髮及髒污 冷氣是空調可調整溫度但不涼 CP值不高	0
整理來說很不錯哦！ 唯一一個是停車的方式比較不方便。。。是機械式的。 其餘的都很棒！	1
事先不知房間在二樓沒有樓梯 ，家裡有老人家上下樓梯 ，及我們上下行李有困擾 。	0
床很舒適	1
隔音效果真的不是很好，若有人半夜吹頭髮的聲音真的會聽的很清楚	0
地點鬧中取靜,離商圈和夜市騎腳踏車都很方便	1
房間有點小。床有點太軟了，睡醒腰會有點累。早餐款式太少。	0
房間沒有整理好,還有前面的人留下的衛生紙,床墊有血跡	0
設備環境很有質感	1
大致上很好，地點近逢甲夜市很棒！	1
退房時，服務人員發現二聯式發票不能編寫抬頭，因此主動辦理更換為三聯式發票。	1
公共區域設計的很不錯	1
床有點硬	0
浴室可以再改善	0
服務人員可以再親切一些會更好	0
床舒服 停車方便 空氣清淨	1
接待人員很親切，枕頭跟床躺起來很舒服，棉被很大件又溫暖，整體來說很棒！！！	1
提供的免費盥洗用具很棒～ 一般青旅都不會提供	1
房務員打掃完房間未鎖門 事後才知道原來是鎖壞掉	0
乾淨	1
燈光太暗	0
位置	1
進來的路上好黑沒什麼燈光，所以有人陪著一起走會比較好	0
甕型裝飾品裡面有垃圾；領房卡時，未告知房間在哪裡；大廳通往外面泳池的大門關不大起來；泳池內的落葉有點多。	0
入住當晚發生地震，很感謝員工們，整晚對全體住客的照顧及陪伴，感恩平安渡過	1
乾淨舒適	1
乾淨、舒適房間不會太花俏	1
設備的修繕要加強，客房的芳香劑過重	0
室內空間寬敞，窗外海景無敵	1
早餐樣式	0
浴室有之前客人的髮絲，牆壁發霉...有霉味	0
四人房上下舖的房間，浴室稍微有異味，不過不至於影響住宿體驗。上鋪部分，因處於空調出風口以上位置，冷房效果不好。	0
沒有義式研磨咖啡	0
喜歡房間的燈光按鈕很方便 房間的設備也很好 飯店很新	1
房間有兩台電視，但另一台好像壞了	0
有中西式自助早餐,物超所值	1
房間內格局規劃得很好，休憩空間大且舒適，很適合遠行而來的差旅人士。 早餐的菜色豐富，選擇性高。	1
貼心 注意到我老公生日	1
房間隔音較差 若想安靜 小木屋可能較為適合	0
冷氣設備不知如何調整	0
木質地板多處軟化,有塌陷疑慮 房間灰塵多	0
整體的舒適度與價錢是成正比的但是隔間而已	1
大致都很好的旅店～早餐優質！Check in . check out 太方便了！	1
空調有點悶，隔音沒有很好	0
浴室內泡湯池優	1
早餐選擇很多、房間很乾淨、交通離火車站很近、十分便利，人員服務態度親切，來嘉義市的人可以考慮	1
廁所有異味，早餐選擇少	0
房間乾淨，風景佳	1
房間小	0
1.冰箱因房卡才會生效，如此一來容易滋生細菌甚至長黴，可以再改善	0
早餐選擇多元化	1
無	0
地理位置	1
整體房間乾淨，舒適。	1
櫃檯員工親切，房間乾淨，就在市中心，走路去看煙火很方便	1
洗澡時浴室的水會滲到房間 因為沒浴簾 拉門也不夠緊密 床墊會發出聲音 不太好睡	0
天花板高度太低了，感覺差不多180左右。	0
合宿的比單獨套房感覺來的安全。	1
廁所衛生紙放在很奇耙的地方，很不方便取用。	0
地理位置好	1
早餐整體上還不錯吃，房間的床很好躺，很舒服，又乾淨。	1
態度良好  如果問他們 還提供寶寶浴盆	1
房間很小	0
隔音真的差	0
浴缸正面對一大片山景很美！感謝老闆讓我們延後入住時間！	1
房間舒適，四周環境很方便。	1
沒有，整體都令人滿意。	0
早餐不錯  床不錯 房間硬體相當良好 價錢也相當滿意	1
海景太美了	1
早餐，服務，性價比高，晚上也沒有噪音	1
房間太少，設計太差	0
房間真的很小，但只住一晚是可以的	0
乾淨舒適	1
網路會一直斷線。	0
櫃台很熱心,會幫忙解決問題, 飯店內裝全新裝潢, 地點佳,在第四信用合作社之巷子,離宮原眼科也近	1
床的彈簧凹凸不平很明顯，不易入眠。	0
無障礙房真的很方便	1
覺得氣氛很好，早餐可以自己動手很好玩	1
餐點很棒	1
距離捷運站有點距離,帶大型行李旅客不便	0
禁菸房仍有菸味	0
没有电梯，爬楼梯拿行李箱不方便，不适合老人和小孩	0
價格實惠;新旅店,設施新穎;24hr自助吧	1
沒有附毛巾，台東一樣價位的幾乎都有	0
房中未有熱水沖飲	0
早餐還不錯 床躺起來舒服	1
位置方便，大廳有24小時小點心供應，很貼心	1
早餐挺豐盛的	1
好開心	1
地點好,員工服務親切	1
床很舒適，睡得很好... 連六歲小孩都還一直說要再去...	1
附近環境比較亂, 有KTV跟遊戲機中心	0
房間很新，地點很棒，停車場也很寬，非常喜歡!!	1
主人太棒了!	1
房間內有煙味	0
離公益路很近走路就有很多餐廳，早餐餐廳很有特色讓人印象深刻	1
OK OK	1
早餐很棒	1
床舒服 浴缸超大 房間乾淨～ 工作人員超級親切貼心 超級喜歡～	1
萱萱非常貼心，很棒的住宿。	1
有些備品須客戶要求才給	0
乾淨、整齊	1
裝潢佈置不錯	1
有電梯	1
床舒服	1
建築精緻，房間舒適，衛浴高級好用且舒適，是個精緻的民宿。免費提供咖啡好喝。停車就在門口，非常方便。	1
週遭環境一般，没有什麽配套，也没有什麼食店，游泳很細	0
住宿的那間廁所通風不良，一進去就會聞到臭味。且沒有早餐	0
都很好啦	0
麻麻的	1
沒有	0
早餐尚可 床舒服	1
1.價格實惠 2.地點佳 3.早餐還不錯	1
早餐選擇多元,非常豐富 服務很好	1
半夜遇到喝醉酒的房客鬧了整晚，擾人清夢	0
床單不乾淨,天花板一直有很大波波逼逼的聲響-無法睡覺-只要樓上有人用水,聲音就很大聲,太晚了-就沒換房	0
房間大,該有的都有,以這個價位來說算不錯了	1
房務很差, 3點可以check in, 等到3點半才可以進去房間, 備品少東少西. 早餐供應不足! 粥都來不及煮~	0
空調溫度不好調整，冷氣太冷外，其餘都很好!	1
無	0
簡單乾淨 房間不大但舒適	1
有小驚喜，蠻不錯的	1
房間已顯舊，有異味	0
NO	0
櫃檯服務態度不佳	0
很乾淨	1
隔音不佳	0
早餐食物質素可改善,早餐接待人員的禮貌需要改善。	0
有一個女員工態度較冷淡，不太親切	0
門不太好鎖	0
舒適、便利、物超所值	1
早餐選擇少	0
早餐好吃	1
民宿沒有電梯，樓梯台階稍高，住在高樓層的需要一些體力~	0
地點方便，旅館在我生日當天給了小驚喜給我，很窩心。	1
地點超優，提供免費停車	1
房間乾淨舒適，早餐也不錯，CP值高	1
目前尚無	0
房子老舊	0
整體感覺尚可！	1
員工態度不錯，做事情稍嫌不夠流利乾脆	1
無	0
貼心服務， 房間乾淨，視野好 床鋪舒適。	1
主人家很客氣，去了真的可以完全放鬆身心。	1
民宿主人用心經營，周邊步道整理的很棒，晚上可以看星星，很棒的地方	1
衛浴設備	0
房間環境乾淨	1
乾淨，衛生	1
設備很好，空調設定溫度不會亂跳，吹風機也夠力。	1
很棒	1
房間整體乾淨，獨立浴室，隔音好，用品設施也很齊全。辦理入住跟退房都很有效率，員工都很親切。	1
員工服務	1
海灘!	1
方便	1
我最喜歡早餐，床睡得很舒服，我就住在電梯旁邊，不過都不會吵，隔音很好。	1
去的幾天剛好天氣比較冷,一開始還擔心房間內熱水會不夠熱,結果完全沒這問題,熱水超級燙!!! 房間整潔度也還不錯,	1
品种很丰富， 但是由于大堂没有空调 所以很多菜品回到位子上都是冷的	1
早餐很豐盛！很市區去哪都方便	1
隔音可加強，飯店在夜市中心點周邊環境不是很優。	0
空氣好 早餐好吃	1
位置好	1
清潔不太確實，浴室的漱口杯還有上一個房客留下的唇印	0
有點濕氣的霉味	0
對小孩很友善，每個員工都面帶笑容，雖然早餐的選擇性比較少，但員工的服務滿分，旅館位置也很棒，離每個要去的景點都很近。	1
讚	1
謝謝老闆娘的貼心服務，舒適的住宿環境😁	1
週遭環境寬敞	1
環境舒適	1
室內紫色燈光一段時間會熄滅一次	0
早餐好吃，服務周到，花草美麗	1
老闆娘超親切的~~~會依入住者所需給予合適的房間	1
房間舒適度	1
免費升級總裁套房、房間乾淨舒適、地點位置離夜市走路三分鐘	1
停車方便，房間很乾淨，員工服務態度非常好。	1
地點還算可以，入口易找，在NET樓上	1
這是間物超所值的旅店,最重要的是有溫度(部會讓人覺得冷冰冰),負責櫃檯的于瑄很熱情又健談,有機會時會再來	1
很好，有時還有升等的服務。	1
早餐很豐富！	1
沒含早餐需另外購買	0
沒洗衣機 要搭配市區旅店玩不一樣地方~^^	0
地理位置超好。房間空間運用，設計和設備也不錯喔。	1
碰上假期大堂人多，好像太吵了點。枕頭太軟，不是很好睡。	0
洗一間需要付費，此部分應該提供住客免費的洗衣服務。	0
靠馬路房間隔音不好太吵	0
隔音太差有人住不安靜的話基本上你不用睡了,連說什麼都聽得到,房間有蚊子,公廁遇到衛生不好的客人會很反感	0
很久沒來高雄玩，想說看到這間旅店顯示新開幕的就來住看看，房間很大，洗澡水也夠強，早餐吃的也不錯，適合跟家人一起來住。	1
早餐滷肉飯好吃	1
美中不足是吹風機每吹十秒就會自己過熱斷電，吹頭要花很久時間	0
灰塵太厚 清潔度不佳 大廳油煙味太令人難受 櫃台人員素質落差很大,早班人員感覺比較專業一點	0
在進行施工所以熱水常有出不來的狀況， 房務很早就要來打掃，影響 房客安寧， 未提供早餐。	0
是一個舒服的住宿	1
員工服務很專業，地方乾淨	1
飯店位置不錯	1
乾淨舒適，床鋪很好睡	1
1.地板有點沙沙的 2.電視遙控器疑似快沒電，需要離電視很近才能遙控	0
櫃檯人員的服務態度，以及指定房間裡的大浴缸和DVD設備都蠻不錯的，選擇汽旅方面，依然會以湖美為優先選擇！	1
隔音略有影響	0
無	0
早餐，電視很大	1
位置方便	1
都很滿意	1
很安靜	1
旅館人員很熱情，房間很乾淨，電視的頻道很多，還能追劇或看電影，位置很方便，到海安路和赤崁樓都很方便	1
沒有	0
交通很方便 內部設備也都很俱全 只是熱水等稍微有點久才會熱 可能當天是有團體客 早上被吵醒  隔音需要改善	1
非常好	1
床挺舒適，花灑水壓足，浴廁分隔。接待處員工很有禮貌，check in也很快捷。	1
房間寬敞明亮，早餐很好吃	1
辦入住時卻要求先預付押金，因為桌上餅乾跟冰箱的飲料都要錢，那為何顧客打電話去飯店詢問事宜時不事先告知要付押金事宜呢	0
草坪看海很棒。	1
枕頭太軟,房間有煙味..服務冷默不親切,	0
湯池很大，很舒適。有自助洗衣機與烘衣設備，挺方便的。屬於社區住宅大樓中的個人小套房。	1
因上次住過，覺得冷氣聲音很大，有跟飯店反應，沒想到這次再去住，發現冷氣就沒聲音了。效率不錯。	1
早餐非常優秀	1
整體感覺	1
乾淨舒適	1
免費飲料	1
早餐菜色好像變少(印象中去年有煙燻鮭魚)，希望可以恢復菜色。	0
要自己套枕頭套還有床套，還沒套床套前床墊上不大乾淨，甚至有小昆蟲屍體，這點不大好	0
入住時滿室煙味。整晚皆有煙味由鄰近之樓梯間傳入。	0
隔音不好	0
冷淡，沒有熱情 房間小 如果沒有選擇 當然便宜省房費囉	0
無	0
沒有停車場要自己找停車格	0
棉被會有羽毛跑出來，住宿過程突然斷電，通知櫃檯人員後，有立刻趕來修理，處理效率好	0
整體都喜歡，附近的龍哥雞排也很棒～	1
早餐好吃！空間舒適	1
前台人員親切，床舒適，環境乾淨，早餐豐富。	1
櫃台人員素質有待加強訓練，辦理入住時面無表情，這種感受很差，飯店早餐選擇性不多…	0
服務很滿意 房間也很舒適 會想再來的飯店	1
浴室非常乾淨，客人也都很有規率懂得輕聲細語，環境不會吵鬧，很喜歡	1
沒有	0
地點方便、早餐好吃	1
